Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Green Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Silt
appliedenergistics2:facade:0, Cable Facade - Dead Grass
appliedenergistics2:facade:0, Cable Facade - Solid Tar
appliedenergistics2:facade:0, Cable Facade - Weedwood Log
appliedenergistics2:facade:0, Cable Facade - Weedwood Log
appliedenergistics2:facade:0, Cable Facade - Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Spreading Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Tarred Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Tarred Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Log
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Log
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Log
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Log
appliedenergistics2:facade:0, Cable Facade - Weedwood
appliedenergistics2:facade:0, Cable Facade - Sap Tree Log
appliedenergistics2:facade:0, Cable Facade - Sap Tree Log
appliedenergistics2:facade:0, Cable Facade - Weedwood Leaves
appliedenergistics2:facade:0, Cable Facade - Sap Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Leaves
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Leaves
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Weedwood Planks
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Planks
appliedenergistics2:facade:0, Cable Facade - Giant Root Planks
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Planks
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Planks
appliedenergistics2:facade:0, Cable Facade - Angry Betweenstone
appliedenergistics2:facade:0, Cable Facade - Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Betweenstone Bricks Mirage
appliedenergistics2:facade:0, Cable Facade - Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Chiseled Betweenstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Cragrock
appliedenergistics2:facade:0, Cable Facade - Chiseled Limestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Pitstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Scabyst Lined Pitstone
appliedenergistics2:facade:0, Cable Facade - Scabyst Lined Pitstone
appliedenergistics2:facade:0, Cable Facade - Scabyst Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cragrock Bricks
appliedenergistics2:facade:0, Cable Facade - Cragrock Tiles
appliedenergistics2:facade:0, Cable Facade - Glowing Betweenstone Tile
appliedenergistics2:facade:0, Cable Facade - Inactive Glowing Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Glowing Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Limestone Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Smooth Betweenstone
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Rubber Block
appliedenergistics2:facade:0, Cable Facade - Pitstone Bricks
appliedenergistics2:facade:0, Cable Facade - Pitstone Tiles
appliedenergistics2:facade:0, Cable Facade - Polished Limestone
appliedenergistics2:facade:0, Cable Facade - Smooth Betweenstone
appliedenergistics2:facade:0, Cable Facade - Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Block of Octine
appliedenergistics2:facade:0, Cable Facade - Block of Syrmorite
appliedenergistics2:facade:0, Cable Facade - Block of Valonite
appliedenergistics2:facade:0, Cable Facade - Block of Scabyst
appliedenergistics2:facade:0, Cable Facade - Weak Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Weak Polished Limestone
appliedenergistics2:facade:0, Cable Facade - Weak Mossy Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Block of Sulfur
appliedenergistics2:facade:0, Cable Facade - Temple Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Pitstone
appliedenergistics2:facade:0, Cable Facade - Mire Coral Block
appliedenergistics2:facade:0, Cable Facade - Deep Water Coral Block
appliedenergistics2:facade:0, Cable Facade - Slimy Bone Block
appliedenergistics2:facade:0, Cable Facade - Aqua Middle Gem Block
appliedenergistics2:facade:0, Cable Facade - Crimson Middle Gem Block
appliedenergistics2:facade:0, Cable Facade - Green Middle Gem Block
appliedenergistics2:facade:0, Cable Facade - Block of Compost
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Worm Pillar
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 4
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar 5
appliedenergistics2:facade:0, Cable Facade - Worm Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 4
appliedenergistics2:facade:0, Cable Facade - Sludgy Worm Pillar Cap 5
appliedenergistics2:facade:0, Cable Facade - Compacted Mud
appliedenergistics2:facade:0, Cable Facade - Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Decayed Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Decayed Cracked Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Carved Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks 4
appliedenergistics2:facade:0, Cable Facade - Carved Mud Bricks Edge
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Carved Mud Bricks Edge 4
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 1
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 2
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 3
appliedenergistics2:facade:0, Cable Facade - Sludgy Mud Bricks 4
appliedenergistics2:facade:0, Cable Facade - Beam Passage
appliedenergistics2:facade:0, Cable Facade - Beam Lens Support
appliedenergistics2:facade:0, Cable Facade - Runged Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Broken Mud Tiles
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Carved Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Energy Barrier
appliedenergistics2:facade:0, Cable Facade - Compacted Mud Mirage
appliedenergistics2:facade:0, Cable Facade - Rotten Planks
appliedenergistics2:facade:0, Cable Facade - Brazier
appliedenergistics2:facade:0, Cable Facade - Bulb-Capped Mushroom Stalk
appliedenergistics2:facade:0, Cable Facade - Shelf Fungus
appliedenergistics2:facade:0, Cable Facade - Giant Root
appliedenergistics2:facade:0, Cable Facade - Hanger
appliedenergistics2:facade:0, Cable Facade - Seeded Hanger
appliedenergistics2:facade:0, Cable Facade - Purified Swamp Dirt
appliedenergistics2:facade:0, Cable Facade - Black Ice
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Top Left Portal Frame
appliedenergistics2:facade:0, Cable Facade - Top Portal Frame
appliedenergistics2:facade:0, Cable Facade - Top Right Portal Frame
appliedenergistics2:facade:0, Cable Facade - Right Side Portal Frame
appliedenergistics2:facade:0, Cable Facade - Left Side Portal Frame
appliedenergistics2:facade:0, Cable Facade - Bottom Left Portal Frame
appliedenergistics2:facade:0, Cable Facade - Bottom Portal Frame
appliedenergistics2:facade:0, Cable Facade - Bottom Right Portal Frame
appliedenergistics2:facade:0, Cable Facade - Energy Barrier
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
